Date,Investigator,CH,[Tubulin] $(\mu M)$,[DCX] $(n M)$,Length $(\mu m)$,Lifetime $(min)$,Growth Rate $(\mu m / min)$,Time to Nucleate $(min)$,Shrink Length $(\mu m)$,Shrink Lifetime $(min)$,Shrink Rate $(\mu m / min)$,Rescues,DCX Type
2020-07-29,Sofia,14,6.0,50.0,5.457000000000001,11.047666666666665,0.4939504571100988,0.7027778313954671,4.708,1.8553333333333333,2.5375494071146245,True,WT
2020-07-29,Sofia,23,6.0,25.0,9.416,15.204,0.6193107077084977,0.525,9.416,3.36,2.8023809523809526,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.926,3.948,0.4878419452887538,0.945,1.605,0.588,2.7295918367346936,False,WT
2020-07-29,Sofia,23,6.0,25.0,7.062,15.204,0.4644830307813733,1.029,7.382999999999999,3.696,1.9975649350649352,False,WT
2020-07-29,Sofia,23,6.0,25.0,0.535,1.092,0.48992673992674,1.113,0.642,0.084,7.642857142857142,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.745,5.376,0.6966145833333333,0.525,1.819,0.84,2.1654761904761903,True,WT
2020-07-29,Sofia,23,6.0,25.0,1.712,1.932,0.8861283643892339,0.7769999999999999,1.605,0.7559999999999999,2.123015873015873,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.568,4.032,0.6369047619047619,0.7769999999999999,2.675,1.932,1.384575569358178,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.819,3.36,0.5413690476190476,0.525,1.4980000000000002,0.672,2.2291666666666665,False,WT
2020-07-29,Sofia,23,6.0,25.0,11.128,22.176,0.5018037518037518,0.693,11.128,3.276,3.3968253968253967,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.4980000000000002,2.436,0.6149425287356322,0.7769999999999999,1.177,0.504,2.3353174603174605,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.745,6.5520000000000005,0.5715811965811965,0.525,3.852,2.772,1.3896103896103895,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.9960000000000004,8.652000000000001,0.3462783171521036,0.8610000000000001,2.354,0.7559999999999999,3.113756613756614,True,WT
2020-07-29,Sofia,23,6.0,25.0,8.025,12.432,0.6455115830115831,0.35700000000000004,7.382999999999999,4.032,1.8311011904761905,True,WT
2020-07-29,Sofia,23,6.0,25.0,2.354,4.032,0.5838293650793651,0.525,2.14,1.092,1.95970695970696,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.601,8.484,0.5423149457802923,0.273,4.066,1.5959999999999999,2.5476190476190474,True,WT
2020-07-29,Sofia,23,6.0,25.0,4.815,7.308000000000002,0.6588669950738915,0.7769999999999999,4.922,2.772,1.7756132756132756,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.675,6.72,0.39806547619047616,0.35700000000000004,2.889,1.68,1.719642857142857,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.354,4.956,0.4749798224374495,1.449,2.14,0.7559999999999999,2.8306878306878307,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.926,3.696,0.5211038961038961,0.18899999999999997,1.819,1.176,1.5467687074829932,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.173,7.98,0.5229323308270677,0.441,4.387,2.268,1.9343033509700167,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.568,4.3679999999999986,0.587912087912088,0.105,2.14,0.672,3.1845238095238093,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.852,5.04,0.7642857142857142,0.7769999999999999,2.461,1.848,1.3317099567099566,True,WT
2020-07-29,Sofia,23,6.0,25.0,4.28,7.14,0.5994397759103642,1.029,4.28,2.016,2.123015873015873,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.708,7.391999999999999,0.6369047619047621,0.35700000000000004,4.815,2.52,1.9107142857142856,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.28,9.408,0.4549319727891157,0.7769999999999999,4.173,1.176,3.548469387755102,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.675,4.3679999999999986,0.6124084249084251,23.541,2.675,0.588,4.549319727891158,False,WT
2020-07-29,Sofia,23,6.0,25.0,6.206,7.98,0.7776942355889723,0.609,5.564,3.276,1.6984126984126984,True,WT
2020-07-29,Sofia,23,6.0,25.0,11.128,20.328,0.547422274695002,0.18899999999999997,11.235,4.032,2.786458333333333,False,WT
2020-07-29,Sofia,23,6.0,25.0,8.346,15.456,0.5399844720496895,0.441,8.56,3.78,2.2645502645502646,False,WT
2020-07-29,Sofia,23,6.0,25.0,5.564,10.5,0.5299047619047619,0.609,5.564,2.352,2.3656462585034017,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.28,8.735999999999999,0.48992673992674,2.121,4.387,2.184,2.0086996336996337,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.9589999999999996,4.704,0.841624149659864,0.35700000000000004,2.033,1.092,1.861721611721612,True,WT
2020-07-29,Sofia,23,6.0,25.0,3.531,5.796,0.6092132505175983,0.7769999999999999,3.317,1.5959999999999999,2.0783208020050123,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.9589999999999996,7.056,0.5610827664399093,0.525,3.745,2.436,1.5373563218390804,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.889,5.544,0.5211038961038961,0.105,2.675,1.26,2.123015873015873,False,WT
2020-07-29,Sofia,23,6.0,25.0,5.778,8.904,0.648921832884097,0.7769999999999999,6.099,2.8560000000000003,2.135504201680672,False,WT
2020-07-29,Sofia,23,6.0,25.0,7.49,11.76,0.6369047619047621,0.609,7.49,5.04,1.4861111111111112,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.066,7.224,0.5628460686600221,0.8610000000000001,3.9589999999999996,2.772,1.4282106782106785,False,WT
2020-07-29,Sofia,23,6.0,25.0,5.885,10.164,0.579004329004329,0.35700000000000004,1.4980000000000002,0.672,2.2291666666666665,True,WT
2020-07-29,Sofia,23,6.0,25.0,3.317,4.872,0.6808292282430213,0.945,3.103,1.932,1.6061076604554865,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.247,5.964,0.3767605633802817,0.8610000000000001,2.782,0.84,3.3119047619047617,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.564,8.148,0.6828669612174767,0.7769999999999999,5.242999999999999,3.528,1.4861111111111112,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.21,5.124,0.6264637002341921,1.029,3.424,2.6039999999999996,1.314900153609831,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.889,3.948,0.7317629179331306,0.693,1.07,0.924,1.1580086580086582,True,WT
2020-07-29,Sofia,23,6.0,25.0,2.675,5.796,0.4615251897860593,0.609,2.354,0.588,4.003401360544219,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.033,3.612,0.5628460686600221,0.105,1.712,0.924,1.8528138528138531,False,WT
2020-07-29,Sofia,23,6.0,25.0,5.992000000000001,9.24,0.6484848484848484,0.7769999999999999,3.852,2.1,1.834285714285714,True,WT
2020-07-29,Sofia,23,6.0,25.0,1.605,2.436,0.6588669950738917,0.35700000000000004,1.177,0.504,2.3353174603174605,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.21,5.04,0.6369047619047619,0.441,1.926,1.176,1.6377551020408163,True,WT
2020-07-29,Sofia,23,6.0,25.0,8.238999999999999,11.844000000000001,0.6956264775413711,0.441,8.238999999999999,5.04,1.6347222222222217,False,WT
2020-07-29,Sofia,23,6.0,25.0,6.527,10.92,0.5977106227106227,0.693,6.848,3.1919999999999997,2.145363408521303,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.461,4.956,0.4965698143664245,0.525,1.177,0.672,1.7514880952380951,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.564,9.66,0.5759834368530021,0.35700000000000004,4.708,3.276,1.4371184371184371,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.564,8.4,0.6623809523809524,0.35700000000000004,1.284,0.7559999999999999,1.6984126984126984,True,WT
2020-07-29,Sofia,23,6.0,25.0,0.535,0.7559999999999999,0.7076719576719577,1.785,0.535,0.252,2.123015873015873,False,WT
2020-07-29,Sofia,23,6.0,25.0,6.42,9.24,0.6948051948051948,0.945,6.634,4.1160000000000005,1.6117589893100093,False,WT
2020-07-29,Sofia,23,6.0,25.0,7.169,13.356,0.5367625037436358,0.441,6.42,2.436,2.6354679802955667,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.885,9.912,0.5937247780468119,0.8610000000000001,6.099,3.276,1.8617216117216115,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.819,4.284000000000002,0.42460317460317454,0.8610000000000001,1.819,0.672,2.7068452380952377,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.9960000000000004,4.5360000000000005,0.6604938271604938,1.281,1.4980000000000002,0.84,1.7833333333333334,True,WT
2020-07-29,Sofia,23,6.0,25.0,0.963,1.932,0.4984472049689441,1.953,1.07,0.336,3.1845238095238093,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.424,5.04,0.6793650793650794,0.525,1.926,0.588,3.2755102040816326,True,WT
2020-07-29,Sofia,23,6.0,25.0,7.062,11.004000000000001,0.6417666303162487,0.609,7.169,3.78,1.8965608465608463,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.926,2.772,0.6948051948051949,0.609,0.963,0.42,2.2928571428571427,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.778,10.08,0.5732142857142857,0.441,5.457000000000001,2.268,2.406084656084656,False,WT
2020-07-29,Sofia,23,6.0,25.0,5.029,8.4,0.5986904761904761,0.693,4.922,2.52,1.9531746031746031,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.033,2.94,0.6914965986394558,0.7769999999999999,1.284,0.504,2.5476190476190474,True,WT
2020-07-29,Sofia,23,6.0,25.0,3.103,4.284000000000002,0.7243230625583565,0.7769999999999999,2.14,1.764,1.213151927437642,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.778,9.408,0.6141581632653061,0.525,5.992000000000001,3.36,1.7833333333333334,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.354,4.5360000000000005,0.5189594356261023,0.693,0.7490000000000001,0.084,8.916666666666666,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.457000000000001,10.332,0.528164924506388,0.945,5.885,2.184,2.69459706959707,False,WT
2020-07-29,Sofia,23,6.0,25.0,4.28,7.98,0.5363408521303258,0.8610000000000001,4.708,3.0239999999999996,1.556878306878307,False,WT
2020-07-29,Sofia,23,6.0,25.0,3.424,7.224,0.4739756367663344,0.609,3.531,0.924,3.821428571428572,False,WT
2020-07-29,Sofia,23,6.0,25.0,6.099,8.148,0.7485272459499264,0.7769999999999999,5.564,4.032,1.3799603174603174,True,WT
2020-07-29,Sofia,23,6.0,25.0,5.885,9.996,0.5887354941976789,0.441,4.815,1.764,2.7295918367346936,True,WT
2020-07-29,Sofia,23,6.0,25.0,2.461,4.956,0.4965698143664245,13.377,2.568,0.672,3.821428571428571,False,WT
2020-07-29,Sofia,23,6.0,25.0,10.7,20.16,0.5307539682539683,0.609,10.593,4.2,2.522142857142857,False,WT
2020-07-29,Sofia,23,6.0,25.0,9.095,16.8,0.5413690476190476,0.441,8.881,3.948,2.2494934143870315,False,WT
2020-07-29,Sofia,23,6.0,25.0,8.667,15.54,0.5577220077220078,0.8610000000000001,3.531,1.4280000000000002,2.472689075630252,True,WT
2020-07-29,Sofia,23,6.0,25.0,6.313,10.835999999999999,0.5825950535252861,1.029,6.7410000000000005,3.696,1.8238636363636365,False,WT
2020-07-29,Sofia,23,6.0,25.0,8.774,13.692,0.6408121530820916,0.273,8.453,3.78,2.2362433862433857,False,WT
2020-07-29,Sofia,23,6.0,25.0,6.527,12.936,0.504560915275201,0.273,6.527,3.276,1.9923687423687424,False,WT
2020-07-29,Sofia,23,6.0,25.0,7.382999999999999,12.852,0.5744631185807656,0.525,7.169,3.696,1.9396645021645025,False,WT
2020-07-29,Sofia,23,6.0,25.0,2.782,4.032,0.6899801587301587,0.105,1.177,0.588,2.0017006802721093,True,WT
2020-07-29,Sofia,23,6.0,25.0,8.238999999999999,14.532,0.566955684007707,0.35700000000000004,8.238999999999999,3.36,2.452083333333333,False,WT
2020-07-29,Sofia,23,6.0,25.0,9.416,14.868,0.6333064299165995,0.693,9.416,4.032,2.3353174603174605,False,WT
2020-07-29,Sofia,23,6.0,25.0,8.56,15.708,0.5449452508276038,0.18899999999999997,8.346,3.612,2.3106312292358804,False,WT
2020-07-29,Sofia,23,6.0,25.0,1.605,1.5959999999999999,1.0056390977443608,0.609,0.642,0.42,1.5285714285714287,True,WT
2020-07-29,Sofia,23,6.0,25.0,4.708,6.5520000000000005,0.7185592185592186,0.441,2.9960000000000004,0.924,3.2424242424242427,True,WT
2020-07-29,Sofia,23,6.0,25.0,10.272,17.220000000000002,0.5965156794425086,0.693,3.852,1.5959999999999999,2.413533834586466,True,WT
2020-08-03,Sofia,12,6.0,0.0,2.782,5.470833333333332,0.5085148514851485,0.6452777242660522,2.889,0.16833333333333333,17.16237623762376,False,None
2020-08-03,Sofia,12,6.0,0.0,0.7490000000000001,1.515,0.4943894389438944,12.512777724266051,0.642,0.08416666666666668,7.627722772277227,False,None
2020-08-03,Sofia,12,6.0,0.0,1.819,3.535,0.5145685997171145,8.641111057599385,1.926,0.16833333333333333,11.44158415841584,False,None
2020-08-03,Sofia,12,6.0,0.0,1.284,2.525,0.5085148514851485,2.4127777242660517,1.391,0.16833333333333333,8.263366336633663,False,None
2020-08-03,Sofia,12,6.0,0.0,0.321,1.5991666666666666,0.20072954663887446,26.905277724266053,0.535,0.08416666666666668,6.356435643564358,False,None
2020-08-03,Sofia,12,6.0,0.0,2.354,4.545,0.5179317931793179,5.3586110575993855,2.461,,,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.535,1.6833333333333331,0.3178217821782178,16.88944439093272,0.535,0.08416666666666668,6.356435643564358,False,None
2020-08-03,Sofia,12,6.0,0.0,3.745,7.743333333333332,0.4836418424451141,23.538611057599386,3.638,0.2525,14.407920792079208,False,None
2020-08-03,Sofia,12,6.0,0.0,3.745,7.238333333333332,0.5173842965691918,0.4769443909327189,3.745,0.3366666666666667,11.123762376237623,False,None
2020-08-03,Sofia,12,6.0,0.0,2.568,4.1241666666666665,0.6226712467165084,4.685277724266053,2.675,0.16833333333333333,15.89108910891089,False,None
2020-08-03,Sofia,12,6.0,0.0,1.819,4.629166666666666,0.392943294329433,3.843611057599386,1.926,0.08416666666666668,22.88316831683168,False,None
2020-08-03,Sofia,12,6.0,0.0,2.461,5.470833333333332,0.4498400609291697,1.4869443909327191,2.782,0.08416666666666668,33.05346534653465,False,None
2020-08-03,Sofia,12,6.0,0.0,0.428,1.4308333333333332,0.299126383226558,1.8236110575993856,0.642,0.08416666666666668,7.627722772277227,False,None
2020-08-03,Sofia,12,6.0,0.0,1.284,2.2725,0.565016501650165,1.150277724266052,1.284,0.16833333333333333,7.627722772277227,False,None
2020-08-03,Sofia,12,6.0,0.0,4.066,7.406666666666666,0.548964896489649,3.591111057599385,4.28,0.16833333333333333,25.42574257425743,False,None
2020-08-03,Sofia,12,6.0,0.0,1.07,1.9358333333333333,0.5527335342229875,2.5811110575993856,1.07,,,False,None
2020-08-03,Sofia,12,6.0,0.0,5.029,10.268333333333334,0.4897581561434831,6.452777724266053,5.35,0.2525,21.188118811881186,False,None
2020-08-03,Sofia,12,6.0,0.0,1.284,2.1041666666666665,0.6102178217821783,3.5069443909327185,1.391,0.08416666666666668,16.526732673267325,False,None
2020-08-03,Sofia,12,6.0,0.0,1.284,2.1041666666666665,0.6102178217821783,3.5069443909327185,1.605,0.08416666666666668,19.06930693069307,False,None
2020-08-03,Sofia,12,6.0,0.0,0.535,1.0941666666666665,0.488956587966489,14.36444439093272,0.535,,,False,None
2020-08-03,Sofia,12,6.0,0.0,6.206,13.550833333333333,0.4579792140704753,1.4027777242660522,6.313,0.4208333333333333,15.001188118811882,False,None
2020-08-03,Sofia,12,6.0,0.0,0.642,1.01,0.6356435643564357,4.516944390932719,0.7490000000000001,,,False,None
2020-08-03,Sofia,12,6.0,0.0,2.782,5.302499999999998,0.5246581801037248,3.843611057599386,2.9960000000000004,0.16833333333333333,17.7980198019802,False,None
2020-08-03,Sofia,12,6.0,0.0,0.856,1.2625,0.6780198019801981,14.36444439093272,0.963,,,False,None
2020-08-03,Sofia,12,6.0,0.0,1.712,3.1141666666666667,0.5497457853893497,5.106111057599387,1.712,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.642,1.0941666666666665,0.5867479055597868,29.346111057599387,0.7490000000000001,,,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,5.778,11.615,0.4974601808006887,17.899444390932718,5.885,0.505,11.653465346534652,False,None
2020-08-03,Sofia,12,6.0,0.0,1.391,1.8516666666666663,0.7512151215121513,2.749444390932718,1.4980000000000002,0.08416666666666668,17.7980198019802,False,None
2020-08-03,Sofia,12,6.0,0.0,3.424,6.649166666666668,0.5149517483393908,8.809444390932716,3.531,0.08416666666666668,41.952475247524745,False,None
2020-08-03,Sofia,12,6.0,0.0,1.177,1.6833333333333331,0.6992079207920793,24.96944439093272,1.177,,,False,None
2020-08-03,Sofia,12,6.0,0.0,11.449000000000002,26.0075,0.4402191675478228,1.150277724266052,11.235,0.9258333333333332,12.135013501350135,False,None
2020-08-03,Sofia,12,6.0,0.0,1.391,3.03,0.4590759075907591,2.3286110575993857,1.391,0.08416666666666668,16.526732673267325,False,None
2020-08-03,Sofia,12,6.0,0.0,1.177,1.6833333333333331,0.6992079207920793,0.9819443909327188,1.284,0.08416666666666668,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,2.247,5.386666666666668,0.4171410891089109,5.1902777242660525,2.568,0.16833333333333333,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.856,1.5991666666666666,0.5352787910369985,0.8136110575993855,0.856,,,False,None
2020-08-03,Sofia,12,6.0,0.0,4.708,10.015833333333333,0.4700557450703055,0.9819443909327188,4.922,0.2525,19.493069306930693,False,None
2020-08-03,Sofia,12,6.0,0.0,0.535,1.1783333333333337,0.454031117397454,6.368611057599384,0.642,0.08416666666666668,7.627722772277227,False,None
2020-08-03,Sofia,12,6.0,0.0,0.428,1.2625,0.33900990099009903,10.240277724266052,0.535,0.08416666666666668,6.356435643564358,False,None
2020-08-03,Sofia,12,6.0,0.0,5.242999999999999,11.11,0.4719171917191719,11.250277724266052,5.671,0.3366666666666667,16.844554455445547,False,None
2020-08-03,Sofia,12,6.0,0.0,0.963,2.02,0.4767326732673267,11.923611057599384,1.07,0.08416666666666668,12.712871287128715,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,2.247,3.703333333333333,0.6067506750675068,3.0861110575993846,2.247,0.08416666666666668,26.69702970297029,False,None
2020-08-03,Sofia,12,6.0,0.0,1.712,3.03,0.565016501650165,1.234444390932719,1.819,0.16833333333333333,10.805940594059406,False,None
2020-08-03,Sofia,12,6.0,0.0,1.177,1.7674999999999998,0.665912305516266,3.0861110575993846,1.177,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.642,1.2625,0.5085148514851485,8.725277724266052,0.7490000000000001,,,False,None
2020-08-03,Sofia,12,6.0,0.0,3.745,7.8275,0.4784413925263494,1.234444390932719,3.852,0.2525,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,0.642,1.2625,0.5085148514851485,0.9819443909327188,0.642,,,False,None
2020-08-03,Sofia,12,6.0,0.0,2.033,4.2925,0.47361677344205,5.3586110575993855,2.247,0.16833333333333333,13.348514851485147,False,None
2020-08-03,Sofia,12,6.0,0.0,1.07,2.2725,0.4708470847084709,6.621111057599385,1.284,,,False,None
2020-08-03,Sofia,12,6.0,0.0,3.21,5.975833333333332,0.5371635755124808,1.0661110575993855,3.424,0.2525,13.56039603960396,False,None
2020-08-03,Sofia,12,6.0,0.0,1.4980000000000002,3.535,0.4237623762376238,1.0661110575993855,1.4980000000000002,0.08416666666666668,17.7980198019802,False,None
2020-08-03,Sofia,12,6.0,0.0,0.321,1.346666666666667,0.23836633663366336,11.166111057599387,0.428,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.535,0.8416666666666667,0.6356435643564357,2.9177777242660516,0.7490000000000001,,,False,None
2020-08-03,Sofia,12,6.0,0.0,1.926,3.8716666666666666,0.4974601808006888,5.1902777242660525,2.14,0.16833333333333333,12.712871287128715,False,None
2020-08-03,Sofia,12,6.0,0.0,2.889,5.975833333333332,0.4834472179612328,16.216111057599385,3.21,0.08416666666666668,38.13861386138614,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,3.852,7.995833333333334,0.4817509119332986,1.150277724266052,3.745,0.2525,14.831683168316832,False,None
2020-08-03,Sofia,12,6.0,0.0,0.7490000000000001,1.8516666666666663,0.4045004500450045,0.9819443909327188,0.856,0.08416666666666668,10.17029702970297,False,None
2020-08-03,Sofia,12,6.0,0.0,7.596999999999999,15.065833333333332,0.5042535538470049,1.5711110575993854,7.596999999999999,0.505,15.043564356435642,False,None
2020-08-03,Sofia,12,6.0,0.0,1.391,3.8716666666666666,0.3592767972449419,3.2544443909327185,1.605,0.08416666666666668,19.06930693069307,False,None
2020-08-03,Sofia,12,6.0,0.0,1.712,3.450833333333333,0.4961120502294132,3.5069443909327185,1.819,0.3366666666666667,5.402970297029703,False,None
2020-08-03,Sofia,12,6.0,0.0,0.963,2.188333333333333,0.4400609291698401,21.09777772426605,1.177,,,False,None
2020-08-03,Sofia,12,6.0,0.0,2.782,5.386666666666668,0.5164603960396039,15.87944439093272,2.782,0.2525,11.017821782178215,False,None
2020-08-03,Sofia,12,6.0,0.0,1.07,2.356666666666667,0.454031117397454,0.9819443909327188,1.284,0.08416666666666668,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,0.856,1.4308333333333332,0.598252766453116,1.0661110575993855,0.856,,,False,None
2020-08-03,Sofia,12,6.0,0.0,2.033,3.535,0.5751060820367752,2.749444390932718,2.033,0.16833333333333333,12.077227722772276,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,1.177,1.9358333333333333,0.6080068876452863,15.711111057599386,1.284,0.08416666666666668,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,4.066,8.08,0.5032178217821782,12.681111057599384,4.173,0.2525,16.526732673267325,False,None
2020-08-03,Sofia,12,6.0,0.0,3.531,7.659166666666668,0.461016211511261,6.284444390932719,3.531,0.16833333333333333,20.976237623762373,False,None
2020-08-03,Sofia,12,6.0,0.0,1.07,1.9358333333333333,0.5527335342229875,1.0661110575993855,1.284,0.08416666666666668,15.255445544554455,False,None
2020-08-03,Sofia,12,6.0,0.0,0.642,0.9258333333333332,0.6934293429342935,1.8236110575993856,0.7490000000000001,0.08416666666666668,8.8990099009901,False,None
2020-08-03,Sofia,12,6.0,0.0,0.963,2.188333333333333,0.4400609291698401,1.234444390932719,0.963,,,False,None
2020-08-03,Sofia,12,6.0,0.0,0.963,1.5991666666666666,0.6021886399166232,25.811111057599387,0.963,0.08416666666666668,11.44158415841584,False,None
2020-08-03,Sofia,12,6.0,0.0,3.852,7.154166666666668,0.5384274898078043,2.5811110575993856,4.066,0.2525,16.102970297029707,False,None
2020-08-03,Sofia,12,6.0,0.0,5.457000000000001,10.689166666666667,0.5105168784594994,1.150277724266052,5.457000000000001,0.4208333333333333,12.967128712871284,False,None
2020-08-03,Sofia,12,6.0,0.0,1.284,2.6933333333333334,0.4767326732673267,1.9919443909327188,1.605,0.08416666666666668,19.06930693069307,False,None
2020-08-03,Sofia,12,6.0,0.0,,,,,,,,False,None
2020-08-03,Sofia,12,6.0,0.0,11.342,20.705,0.5477903887949771,8.725277724266052,11.235,0.8416666666666667,13.348514851485147,False,None
2020-08-03,Sofia,12,6.0,0.0,0.321,0.5891666666666667,0.5448373408769448,1.234444390932719,0.428,,,False,None
2020-08-03,Sofia,12,6.0,0.0,4.066,8.248333333333333,0.4929480703172358,1.9077777242660516,4.173,0.16833333333333333,24.790099009900988,False,None
2020-08-03,Sofia,12,6.0,0.0,2.354,4.629166666666666,0.5085148514851485,4.685277724266053,2.675,0.16833333333333333,15.89108910891089,False,None
2020-08-03,Sofia,12,6.0,0.0,2.14,3.703333333333333,0.5778577857785779,10.829444390932718,2.247,0.08416666666666668,26.69702970297029,False,None
2020-08-03,Sofia,12,6.0,0.0,0.963,2.356666666666667,0.40862800565770857,2.8336110575993856,1.07,0.08416666666666668,12.712871287128715,False,None
2020-08-03,Sofia,13,6.0,50.0,1.07,1.8516666666666663,0.5778577857785779,0.7154166666666666,1.07,0.2525,4.237623762376238,False,P191R
2020-08-03,Sofia,13,6.0,50.0,1.177,1.6833333333333331,0.6992079207920793,1.9779166666666663,1.07,0.8416666666666667,1.2712871287128713,False,P191R
2020-08-03,Sofia,13,6.0,50.0,0.428,0.7575,0.565016501650165,0.9679166666666666,0.535,0.16833333333333333,3.1782178217821784,False,P191R
2020-08-03,Sofia,13,6.0,50.0,4.28,6.985833333333333,0.6126684957652393,0.37875,3.317,1.6833333333333331,1.9704950495049505,True,P191R
2020-08-03,Sofia,13,6.0,50.0,1.4980000000000002,2.9458333333333333,0.5085148514851485,3.40875,1.4980000000000002,0.7575,1.9775577557755777,False,P191R
2020-08-03,Sofia,13,6.0,50.0,2.461,3.7875,0.6497689768976898,1.7254166666666666,1.284,0.7575,1.6950495049504952,True,P191R
2020-08-03,Sofia,13,6.0,50.0,0.963,1.5991666666666666,0.6021886399166232,0.63125,0.963,1.01,0.9534653465346534,False,P191R
2020-08-03,Sofia,13,6.0,50.0,2.675,5.8075,0.4606112785191562,3.5770833333333334,2.675,1.346666666666667,1.9863861386138613,False,P191R
2020-08-03,Sofia,13,6.0,50.0,2.568,4.713333333333334,0.5448373408769448,0.5470833333333333,2.247,1.5991666666666666,1.405106826472121,False,P191R
2020-08-03,Sofia,13,6.0,50.0,1.4980000000000002,2.356666666666667,0.6356435643564355,0.8837499999999999,1.07,1.1783333333333337,0.908062234794908,False,P191R
2020-08-03,Sofia,13,6.0,50.0,1.605,2.9458333333333333,0.5448373408769448,0.63125,0.642,0.2525,2.5425742574257426,True,P191R
2020-08-03,Sofia,13,6.0,50.0,1.284,2.188333333333333,0.5867479055597868,0.4629166666666666,0.642,0.4208333333333333,1.5255445544554456,True,P191R
2020-08-03,Sofia,13,6.0,50.0,3.21,4.629166666666666,0.6934293429342935,0.63125,1.4980000000000002,0.7575,1.9775577557755777,True,P191R
2020-08-03,Sofia,13,6.0,50.0,1.4980000000000002,2.188333333333333,0.6845392231530847,2.4829166666666667,1.284,0.7575,1.6950495049504952,False,P191R
2020-08-03,Sofia,13,6.0,50.0,1.819,3.2825,0.5541507996953542,2.5670833333333336,1.926,0.7575,2.5425742574257426,False,P191R
2020-08-03,Sofia,13,6.0,50.0,0.856,2.1041666666666665,0.4068118811881189,0.5470833333333333,0.856,0.3366666666666667,2.5425742574257426,False,P191R
2020-08-03,Sofia,13,6.0,50.0,2.889,4.208333333333333,0.6864950495049504,0.7995833333333333,2.782,1.9358333333333333,1.4371071889797675,False,P191R
2020-08-03,Sofia,13,6.0,50.0,1.712,2.6091666666666664,0.6561481954647078,0.8837499999999999,1.177,0.505,2.3306930693069305,False,P191R
